avg_cost,cuisines,id,location,name,price_range,rating
1200,"Asian, Burger, Pizza, Chinese, Finger Food",18202989,"769, 80 Feet Road, Koramangala 4th Block, Bangalore",Sotally Tober,3,4.4
1100,"Chinese, Thai, Momos",52291,"123, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",Hunan,3,4.3
600,"American, Burger, Beverages",59168,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",A Hole Lotta Love Cafe,2,4.4
1400,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",58243,"130, 1st Cross, Koramangala 5th Block, Bangalore",Tim Tai,3,4.3
1000,Vietnamese,56586,"7, 80 Feet Road, Koramangala 4th Block, Bangalore",Hanoi - Vietnamese Cuisine,3,4.4
1200,"Continental, South Indian, Italian, North Indian, Chinese",18861294,"757, 80 Feet Road, Koramangala 4th Block, Bangalore",The Fixx,3,4.3
1200,"American, North Indian, Pizza, Finger Food, Continental, Italian",18582507,"413, 100 Feet Road, Koramangala 4th Block, Bangalore",Myu Bar at Gilly's Redefined,3,4.4
350,"Chinese, Tibetan, Momos",50584,"50/1,  Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",Khawa Karpo,1,4.3
700,"Mughlai, Biryani",18613656,"66, Ground Floor, JNC Road, Koramangala 5th Block, Bangalore",Sharief Bhai,2,4.4
1000,"North Indian, Seafood, Chinese, Pizza, Burger",18570880,"132, 17th A Main, Koramangala 5th Block, Bangalore",Beer Adda,3,4.3
1000,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",61480,"974, 80 Feet Road, Koramangala 4th Block, Bangalore",Nasi And Mee,3,4.4
800,"Cafe, Continental, Desserts",18380831,"984, 80 Feet Main Road, Koramangala 4th Block, Bangalore",Third Wave Coffee Roasters,2,4.4
250,South Indian,18579470,"503, 6th Cross Road, Koramangala 6th Block, Bangalore",Podi Idly,1,4.3
1100,Chinese,50261,"53/1, 5th Cross, Koramangala 6th Block, Bangalore",China Pearl,3,4.4
2500,"American, European",18573391,"501, 6th Cross, Koramangala 6th Block, Bangalore",The Smoke Co.,4,4.3
900,"Cafe, European, Continental",18612848,"122B, 1st A Cross Road, near to McDonalds,2 nd floor KHB colony, Koramangala 5th Block, Bangalore",YORK St.,2,4.4
800,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",18681142,"122, Near Jyothi Nivas College, 1st Cross, KHB Colony, Koramangala 5th Block, Bengaluru",Noodle Panda,2,4.3
1500,"Charcoal Chicken, Biryani, Sandwich, North Indian, Wraps, Rolls, Desserts, Seafood",18346355,"2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore",Salt - Indian Restaurant Bar & Grill,3,4.4
500,"North Indian, Biryani, Sandwich, Rolls, Salad, Ice Cream",18173081,"57, Industrial Layout, Near J N C College, Koramangala 5th Block, Bangalore",BOX8- Desi Meals,2,4.3
400,Desserts,58273,"139, Jyoti Nivas College Road, Ground Floor, Terra Tree Service Apartments, 1st Cross, Koramangala 5th Block, Bangalore",Berry'd Alive,1,4.4
400,"Ice Cream, Desserts, Beverages",18422924,"13, 17th Main, 1st Cross, 5th A Block, Koramangala 5th Block, Bangalore",Art of Delight,1,4.3
500,"Cafe, North Indian, Pizza, Sandwich, Salad",18728203,"436, 18th Main, 80 Feet Road, Koramangala 6th Block, Bangalore",Zee5 Loft,2,4.4
450,"Desserts, Ice Cream, Beverages",18468815,"772, Ground Floor, Peripheral Road, 80 Feet Road, Koramangala 4th Block, Bangalore",Snow'ora,1,4.3
400,Fast Food,18576572,"50/1, Opposite Jyothi Nivas College, Koramangala 5th Block, Bangalore",Tall Blonde French,1,4.4
850,"Cafe, Italian, Pizza",18503733,"458, 8th Main, Koramangala 4th Block, Bangalore",Stoked!,2,4.3
900,"Andhra, North Indian, Chinese",18857169,"104, Vijay Jatti Building, Industrial Area, Koramangala 5th Block, Bangalore",Ulavacharu,2,4.4
800,"Continental, American",18541579,"36, Ground Floor, Shop 2, 100 Feet, Inner Ring Road, Koramangala 6th Block, Bangalore",Genuine Broaster Chicken,2,4.3
1200,"Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, BBQ",18702027,"8, Jailaxmi Nivas, Koramangala 5th Block, Bangalore",Fava Bistro,3,4.4
600,"Tibetan, Chinese, Continental, Momos",18367721,"52, Industrial Layout, 5th Block, Opposite Jyoti Nivas College Main Gate, Koramangala 5th Block, Bangalore",Tibetan Kitchen,2,4.3
1500,North Indian,18683257,"1, SJR Primus, Adjacent Raheja Arcade, Koramangala 7th Block, Bangalore",Punjab Bistro,3,4.4
300,"Lebanese, Middle Eastern",18658720,"969, 1st Main, Koramangala 1st Block, Bangalore",Habibi Falafel,1,4.3
800,"Chinese, Asian, Japanese",18734630,"618, 80ft Road, Koramangala 4th Block, Bangalore",Pot-O-Noodles,2,4.3
350,"Desserts, Fast Food",18878671,"130, 17th H Main Road, Koramangala 5th Block, Bangalore",Kurtoskalacs,1,4.3
300,"Fast Food, Rolls",18443081,"122A, KHB Colony, Koramangala 5th Block, Bangalore",Rolls On Wheel,1,3
400,"Fast Food, North Indian, Tea, Momos",18769706,"80 Feet Rd, Near Spencer Hypermarket, Venkappa Garden, Koramangala 3rd Block, Bangalore",Pappu Chaiwalla,1,2.6
700,Cafe,56144,"675/A, 3rd Block, Behind BDA Complex, Koramangala 3rd Block, Bangalore",Cafe Coffee Day,2,3
300,"Fast Food, Rolls, Momos",59427,"1004, 80 Feet Road, Near Wipro Signal, Koramangala 1st Block, Bangalore",Rolls On Wheels,1,2.7
400,"Desserts, Beverages, Ice Cream",18677991,"12th Main, Koramangala 4th Block, Bangalore",Keventers,1,3
800,North Indian,50892,"624, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",Silsila,2,2.7
150,"Juices, Fast Food",18527596,"17, H Main Road, Next to Aero Fitness Gym, Koramangala 5th Block, Bangalore",Chai Mane,1,3
400,"North Indian, South Indian, Chinese, Rolls",61602,"506, 6th Cross, 6th Block, Club Road, Koramangala 6th Block, Bangalore",Rice and Rolls,1,2.7
150,"Juices, Fast Food",55159,"24/2, Near Taste Of Rampur, Koramangala 5th Block, Bangalore",Sri Ganesh Juice Corner,1,3
200,"Fast Food, Burger",58775,"715, 17th C Main, 6th Block, Koramangala, Koramangala 6th Block, Bangalore",Five Star Chicken,1,2.7
600,"North Indian, Mughlai, Biryani",50609,"479, KHB Colony, Near Jyothi Nivas College, 5th Block, Koramangala 5th Block, Bangalore",Lazeez,2,3.1
750,"Pizza, Fast Food",53954,"776, Ground Floor, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",Domino's Pizza,2,3.1
600,"Cafe, Italian, Mexican, Chinese",18583462,"22, First Cross, Kaveri Layout, Taverekere Main Road, Koramangala 5th Block, Bangalore",On The Nose,2,2.7
650,Cafe,55801,"121, Ground Floor, Money Centre, 7th Block, Koramangala 7th Block, Bangalore",Cafe Coffee Day,2,3.1
300,Beverages,18542888,"KHB Block Koramangala, Koramangala, Bengaluru, Karnataka",Chaai Resto,1,2.7
500,"North Indian, Chinese",59806,"37, 80 Feet Road, Opposite Indian Oil Petrol Bank, Koramangala 6th Block, Bangalore",Eshmeet Da Dhaba,2,3.1
150,Beverages,18797422,"122A, 2nd Cross Road, Koramangala 5th Block, Bangalore",Chai Street,1,2.7
100,Fast Food,18555158,"4, 1st Main, Koramangala 1st Block, Bangalore",Chaiwala,1,3.1
250,South Indian,18678042,"Near GKB Opticals, 80 Feet Road, Koramangala 4th Block, Bangalore",The  Tiffin Express,1,2.7
250,Maharashtrian,18580301,"900, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Venkappa Garden, Koramangala 6th Block, Bangalore",One Stop MARATHA,1,3.1
450,"South Indian, North Indian, Chinese, Street Food, Juices",57038,"642, 80 Feet Main Road, 4th Block, Koramangala 4th Block, Bangalore",Vasudev Adiga's,1,2.8
250,"North Indian, Fast Food, Rolls",57296,"80 Feet Road, 6th Block, Koramangala 6th Block, Bangalore",Ande Ka Funda,1,3.1
450,Cafe,57309,"28/1, 80 feet Road, Opposite Namdari Fresh, 6th Block, Koramangala 6th Block Bangalore, Koramangala 6th Block, Bangalore",Tattva Cafe,1,2.8
350,"Continental, Italian, Desserts",18735837,"Koramangala 1st Block, Bangalore",Big Bowl Theory,1,3.1
700,"North Indian, Chinese, BBQ",58648,"219, 7th Block, Koramangala 7th Block, Bangalore",Barbeque Station,2,2.8
200,"South Indian, North Indian, Chinese",55271,"125, 5th Block, Koramangala 5th Block, Bangalore",Jayanthi Sagar,1,3.1
500,North Indian,18665223,"7, 8th Cross, Jakkasandra, Koramangala 1st Block, Bangalore",Maa Di Hatti,2,2.8
300,"Beverages, Desserts, Sandwich",18741854,"523, 3rd Cross Road, KHB Block, Koramangala 5th Block, Bangalore",Lassi Corner,1,3.1
700,Cafe,55624,"Ground Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block",Cafe Coffee Day,2,2.8
200,Chinese,18359131,"395/A, KHB Colony, 17D Cross, Koramangala 5th Block, Bangalore",Ronnie's Kitchen,1,3.1
300,"North Indian, Chinese",57290,"20/1, 20th B Cross, Rama Temple Road, Ejipura, Bangalore",Peppers,1,2.8
400,"Arabian, Mediterranean",18555565,"11,80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Marahaba,1,3.1
300,"South Indian, North Indian, Chinese",18232654,"60, Opposite HDFC Bank, 1st Cross, Koramangala 7th Block, Bangalore",Udupi Grand,1,2.8
200,"Juices, Sandwich",18675169,"Shop 906/5, 80 Feet Road, Koramangala 6th Block, Bangalore",The Fresh Factor,1,3.1
200,"Ice Cream, Juices, Fast Food",18422604,"Sony Signal, Koramangala 6th Block, Bangalore",Squeez Juice Bars,1,2.8
600,"Bakery, Fast Food, Italian",51726,"80, 4th B Cross, Opposite BDA Complex, Koramangala 4th Block, Bangalore",Daily Bread,2,2.8
250,South Indian,18855837,"96, 60 Feet Road, Koramangala 6th Block, Bangalore",Shanthi Sagar,1,3.1
500,"Chinese, Momos",18555570,"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Shanghai Times,2,2.8
600,"Biryani, North Indian",18631559,"54, 5th A Cross, Canara Bank Road, Koramangala 6th Block, Bangalore",Mad Over Biryani,2,3.1
400,"North Indian, Chinese, South Indian",58040,"425, 8th Main Road, 6th Block, Koramangala 6th Block, Bangalore",Hotel Marina,1,2.8
300,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",18788021,"124, 3rd Floor, 3rd Cross, Behind Venkataramana Swamy Temple, Sidhartha Colony, Madivala, Koramangala 2nd Block, Bangalore",Namms Cafe,1,3.1
650,"North Indian, Chinese, Continental",59513,"Koramangala 5th Block, Bangalore",Midnight Express,2,2.8
200,"Beverages, Fast Food, Burger",18439665,"122/A, KHB Colony, Koramangala 5th Block, Bangalore",Cool Lassi Burger,1,3.1
600,"Chinese, Thai",50115,"2nd Floor, Transit, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block",Beijing Bites,2,2.9
300,Biryani,18765464,"462, 17th C Main Road, 2nd Cross, KHB Colony, Koramangala 5th Block, Bangalore",Biryani Foodies,1,3.1
650,Cafe,55830,"136, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Cafe Coffee Day,2,2.9
300,North Indian,18650164,"51, Rama Temple Road, Near VRR Home, Chandra Layout, Ejipura, Bangalore",C Kosila Kitchen,1,3.1
200,Biryani,18457631,"56, 1st A Main Road, 80 Feet Road, Koramangala 7th Block, Bangalore",Gundappa Donne Biryani,1,2.9
400,North Indian,18522588,"80 Feet Road, Above Liberty Showroom, 4th Block, Koramangala 4th Block, Bangalore",MK Dabbawala,1,3.1
300,Lebanese,18323658,"Level 2, Transit Food Court, Forum Mall, Koramangala 7th Block, Bangalore",Falafel's - The Lebanese Haus,1,2.9
400,"North Indian, Kashmiri",18513288,"14, 1st Cross Road, Chandra Reddy Layout, S T Bed Layout, Koramangala 1st Block, Bangalore",La Mirch,1,3.1
500,"North Indian, Chinese",18599606,"63, Ground FloorTeachers Colony Main Road, Koramangala 1st Block, Bangalore",The Night Watch Express,2,2.9
200,"Chinese, North Indian",18298271,"31, 27th Main, VGS Layout, Ejipura, Bangalore",North Indian Tadka,1,3.1
1000,Finger Food,18768144,"122, KHB Colony, Koramangala 5th Block, Bangalore",The Underground Gastropub,3,2.9
200,"Bakery, Desserts",18707580,"150, 1st Cross Rd, Jakasandra Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034",House of Wholewheat,1,3.1
250,Desserts,60070,"348/349, 7th Block, 80 Feet Road, Opp. HDFC Bank, Koramangala 7th Block, Bangalore",Cake Yard,1,2.9
1000,"Gujarati, Rajasthani",50851,"2nd Floor, Transit, Forum Mall, Hosur Road, Koramangala 7th Block, Bangalore",Rajdhani - Snacklet,3,3.2
200,"Fast Food, Burger",56530,"14, Ground floor, 1st main road Koramangala 1st Block, Bangalore",Five Star Chicken,1,2.9
300,"North Indian, Desserts",18732971,"Koramangala 1st Block, Bangalore",The Paratha Stories,1,3.2
450,"Andhra, Chinese, North Indian",18645800,"39, Ground Floor, Paragon Prima, 8th Main, Koramangala 4th Block, Bangalore",Hasini Foods,1,2.9
350,"Chinese, North Indian, Fast Food",18578954,"5th Cross Road, Sidharata Colony, Koramangala 2nd Block, Behind TVS Showroom, Near Ambedkar Statue, Koramangala 2nd Block, Bangalore",The Kitchen Bandit,1,3.2
600,"Biryani, North Indian, Chinese",18369814,"65, 1st Floor, 1st Main Road, Koramangala 7th Block, Bangalore",Parivaar,2,2.9
300,"Chinese, Burger",18711061,"1st A Main Road, Koramangala 7th Block, Bangalore",The Retro,1,3.2
400,"North Indian, Kebab, Mughlai",18637502,"Eat Street, 11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Shahi Dasterkhwan,1,2.9
250,"South Indian, North Indian",54801,"168, 7th Main, Opposite Federal Bank, Koramangala 1st Block, Bangalore",Sri Vishnu Sagar,1,3.2
200,Beverages,18637694,"488, Basement, Opposite Krishna Temple, Koramangala 5th Block, Bangalore",A Today Thick Shakes,1,3.2
600,"North Indian, Mughlai, Biryani",18769749,"410, 1st C Main Road, Koramangala 7th Block, Bangalore",Hotel Parampare,2,2.9
250,Biryani,18445378,"507, 6th Block, 6th Cro6ss, Near Kormangala Club,  Koramangala 6th Block, Bangalore",7 Star Biryani,1,3.2
400,"Continental, Italian, Fast Food",18608460,"93,MM complex, Ground Floor, 17th Main, KHB Colony, Koramangala 5th Block, Bangalore",Egg House,1,2.9
500,"North Indian, Chinese, South Indian, Fast Food",18589280,"Near Shiva Theatre, Koramangala 8th Block, Bangalore",Big Foody's,2,3.2
500,"Pizza, Italian",18366698,"LG 02, Splendid Plaza, Koramangala 5th Block, Bangalore",The Tower Of Pizza,2,2.9
200,Beverages,18772649,"#4, 2nd Main Road, Opposite Koramangala Police Station, Koramangala 8th Block, Bangalore",Shree Durgamba Juice Centre,1,3.2
500,"Cafe, North Indian, Chinese, Continental",18426987,"897-E, 5th Floor, 6th Block Extension, 80 Feet Road, Koramangala 6th Block, Bangalore",Fetchpod Cafe,2,2.9
400,"North Indian, Mughlai",18602819,"2nd Cross, 4th Main, Near Maharaja Signal, Koramangala 4th Block, Bangalore",Daba Delights ,1,3.2
300,"Fast Food, Burger",18755605,"122 A, KHB Colony, Opposite Empire, Koramangala 5th Block, Bangalore",Burger Lounge,1,3
500,"North Indian, Mughlai, Chinese",18571699,"Koramangala , Bangalore",Midnight Hunger Solutions 24/7,2,3.2
700,Cafe,58540,"426, 4th Block, Koramangala 4th Block, Bangalore",Cafe Coffee Day,2,3
200,Biryani,18709311,"Venkatapura Main Road, Koramangala 1st Block",Ambur Biryani Hotel,1,3.2
250,"Ice Cream, Desserts",50081,"8, Ground Floor, 80 Feet Road, Koramangala, Koramangala 6th Block, Bangalore",Baskin Robbins,1,3
250,"North Indian, Fast Food, Rolls",58754,"No.210, Koramangala 5th Block, Bangalore",Ande Ka Funda,1,3.2
1100,"Continental, Chinese, Thai, Italian, BBQ, Steak",18662189,"2nd Floor, Transit Food Lounge, Forum Mall Koramangala, Koramangala 7th Block, Bangalore",Smoke - The Sizzler House,3,3
150,"Beverages, Juices",58774,"160. 1st A Main Road, 7th Block, Koramangala 7th Block, Bangalore",Juice Corner,1,3.2
200,"Fast Food, Rolls, Juices",55160,"18, 4th Block, Opposite Yes Bank, Near Sony World, Koramangala 4th Block, Bangalore",Hot & Cold Hut,1,3
300,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya",18852475,"1/44, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Bharat Kitchen,1,3.2
2300,"Finger Food, Continental",18601633,"501, 2nd Floor, 6th Cross, Koramangala 6th Block, Bangalore",Primal,4,3
400,"Desserts, Beverages, Ice Cream",18718090,"KGR 51, Ground Floor, Forum Mall, Adugodi, Hosur Road, Chikku Lakshmaiah Layout, Koramangala 7th Block, Bangalore",Keventers,1,3.2
300,Cafe,52150,"12/112/213/1A, Divyashree Green, Koramangla Ring Road, Koramangala, Koramangala 5th Block, Bangalore",Barista,1,3
200,"Beverages, Ice Cream",18677611,"Oppsite Kalyan Jewellers, Koramangala 4th Block, Bangalore",Lassi Top,1,3.2
300,"Biryani, Andhra",55720,"162/1, 7th ABC Cross, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Homely Curries & Pickles,1,3
300,"North Indian, South Indian, Chinese, Street Food",18684977,"146, Ground Floor, 17th C Main Road, Srirampuram, Koramangala 5th Block, Bengaluru",Krupa Sagar,1,3.2
500,"North Indian, South Indian, Maharashtrian",18743499,"58, Mallappa Reddy Layout, Oyo Balaji Guest House, Koramangala 8th Block, Bangalore",Hungerbreak 24x7,2,3
300,Chinese,18755644,"407, 5th main, 7 cross",Hungry Birds,1,3.2
600,"Biryani, Chinese, North Indian",18339855,"#3, 2nd main, 11th Cross, Maruthinagar, Madiwala, Banglore",Red Bawarchi,2,3
500,"North Indian, Biryani, Chinese",18333176,"65, 1st Floor, 1st Main Road, Koramangala 7th Block, Bangalore",Combo Box,2,3
100,"Juices, Fast Food",55165,"50, 5th Main, KHB MIG Colony, JNC Road, Koramangala 5th Block, Bangalore",Cool Point,1,3.2
200,South Indian,18692790,"483, Hal, 3rd Stage, Jeevan Bhima Nagar, Bangalore",Cafe Idly,1,2.9
500,"Chinese, Tibetan, Momos",18588085,"332, Double Road, Indiranagar, Bangalore",Peace Restaurant,2,2.6
300,Fast Food,18709924,"Shop 706, A/4 5th Cross Kodihalli, 80 Feet Road, Near Kodihalli Mazjid, Indiranagar, Bangalore",Bat Chef,1,2.6
400,"South Indian, Biryani",58356,"L 10, Sector 11, LIC Housing Colony, 10th Main, Jeevan Bhima Nagar, Bangalore",Biryani Club,1,2.9
400,North Indian,18285132,"505, 1st Floor, CMH Road, Near M K Retail Building, Indiranagar, Bangalore",MK Dabbawala,1,2.6
200,Street Food,18499710,"21, New Thippasandra Main Road, Opposite Post Office, Thippasandra, Bangalore",Goli Vada Pav No. 1,1,2.9
450,North Indian,51410,"1st Floor, Western Wing, Anjeneya Complex, Next to Diamond District, Old Airport Road, Bangalore",Mast Kalandar,1,2.6
250,"Cafe, Fast Food",58558,"176, Amarjyoti Layout, Intermediate Ring Road, Domlur, Bangalore",Hot Spot Cafe,1,2.9
600,"Italian, Pizza",18353116,"172, 6th G cross, Kaggadasapura, Bangalore",Crunch Pizzas,2,2.6
450,"Pizza, Beverages",18648150,"370, Wind Tunnel Road, Murgesh Pallya, Old Airport Road, Bangalore",Tripura Express,1,2.9
700,Chinese,50280,"537, Robby Arcade, CMH Road, Indiranagar, Bangalore",Chung's Chinese Corner,2,2.7
500,"Burger, Fast Food",50678,"Total Mall, Old Airport Road, Bangalore",McDonald's,2,2.9
700,Cafe,50185,"537, Robby Arcade, CMH Road, Indiranagar, Bangalore",Cafe Coffee Day,2,2.7
500,"North Indian, Chinese, Biryani, Mangalorean",50752,"Next to ATR Complex, 2nd Cross, Murugeshpalya, Near Total Mall, Old Airport Road, Bangalore",Palki Restaurant,2,2.9
300,"Cafe, Italian, Desserts",18621942,"Kodihalli, Next to Diamond District Corporate Gate,  Old Airport Road, Bangalore",Brown Crust Cafe,1,2.9
600,"Bakery, Fast Food, Italian",54593,"108, 4th Main, 1st Cross, HAL 3rd Stage, Off 80 Feet Road, Indiranagar, Bangalore",Daily Bread,2,2.7
300,North Indian,18350503,"Indiranagar, Bangalore",Momscurry,1,2.7
400,"South Indian, North Indian, Chinese, Street Food",50041,"12, CMH Road, Indiranagar, Bangalore",A2B - Adyar Ananda Bhavan,1,3
400,"Bakery, Desserts",59913,"1/2, Anjaneya Complex, Old Airport Road, Bangalore",Just Bake,1,2.7
750,"Pizza, Fast Food",50385,"308, 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Domino's Pizza,2,3
300,"South Indian, North Indian, Chinese",52082,"219, Binnamangala, Opposite BDA Complex, 2nd Stage, Off Double Road, Indiranagar, Bangalore",Vasudev Adiga's,1,3
500,"Cafe, Continental, Fast Food",59537,"1189/D, 13th Main, HAL 2nd Stage, Indiranagar, Bangalore",Cup Shup,2,2.8
500,"Andhra, Biryani, Mangalorean, Seafood",18658487,"541, CMH Road, Indiranagar, Bangalore",Bhavani Sri,2,3
450,"South Indian, North Indian, Chinese, Street Food",52277,"198, Opposite HDFC Bank, 2nd Stage, CMH Road, Indiranagar, Bangalore",New Shanthi Sagar,1,2.8
500,"Cafe, Italian, Tex-Mex, Fast Food, Burger",59170,"3, Lazer Tag Castle, 80 Feet Road, Indiranagar, Bangalore",Cross Roads Cafe,2,3
400,"Sandwich, Beverages",18683962,"Room 4 , St Mary's Building, 39/1, Appareadypalya, 2nd Stage, Indiranagar, Bangalore",Bombay Sandwich Company,1,3
600,"Chinese, Thai, Momos, Vietnamese",18339881,"3169/H, 1st Floor, 1st Main, ESI Hospital Service Road, HAL 2nd Stage, Indiranagar, Bangalore",Chung Wah Express,2,2.8
300,"South Indian, North Indian",58960,"7/1, 80 Feet Road, Michael Palya, Indiranagar, Bangalore",New Krishna Sagar,1,3
300,"North Indian, Chinese",53450,"92, 1st Floor, Doopanahalli Main Road, 15th Main, Hal 2nd Stage, Off Double Road, Indiranagar, Bangalore",Punjabi Dhaba,1,2.8
300,Fast Food,54145,"3, 80 Feet Road,  2nd Stage, HAL, Indiranagar, Bangalore",Lazer Castle,1,3
600,"Continental, North Indian, Desserts, Beverages",18672727,"4, St Mary's Building, Appareadypalya, Stage 2, Indiranagar, Bangalore",World In A Bowl,2,2.8
300,"Fast Food, Desserts, Beverages",18362428,"115, 18th Main, HAL 2nd stage, Indiranagar, Bangalore",Ice Cubes,1,3
500,American,18202992,"2607, 18th Main, 3rd Cross, HAL 2nd Stage, Indiranagar, Bangalore",Vimmi's Cafe,2,2.8
350,"Fast Food, Juices",18297904,"No 730,Opposite Chinmaya Mission Hospital, Indiranagar, Bangalore",Smoodys,1,3
450,"North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts, Street Food",53398,"13 Opposite Domlur Bus Depot, Domlur, Bangalore",New Shanthi Sagar,1,2.8
500,"Kerala, Chinese",51473,"1647/1, 2nd Floor, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Kaayal,2,3
350,"North Indian, Chinese, Biryani",55884,"236,7th Main, Amar Jyothi Layout, Domlur, Bangalore",Rajan's Cafe,1,2.8
200,South Indian,18254609,"Opposite DELL, Outer Ring Road Domlur, Domlur, Bangalore",Madurai Idly Shop,1,3
600,"Italian, Pizza",18357581,"236, 9th Main, Thippasandra, Bangalore",Crunch Pizzas,2,2.8
400,South Indian,51361,"40, Near IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",Malabar,1,3
500,"North Indian, Chinese",18089694,"Near Domlur Bus Depot, Domlur, Bangalore",Late Night,2,2.8
